ids,context,question,answer,title
1b95a25e905e549f,"The banqueting hall had been prepared for our reception at that time, and the giant was dragged into the middle of the house, and was there placed in the sight of all present. ""Then I repented me of the indignity put upon the giant, and I released him from his bonds and I bade Liagan Luaimneach companion him to the presence of his betrothed one and testify to her on my behalf of his prowess in the race, wherein he had outstripped all the Fenians of Eire, save only myself.",What did Roc say he would challenge Sgiath Breacc and all Fenians of Eire to?,run a race with him,festivities-at-the-house-of-conan
822937378efe503d,"The banqueting hall had been prepared for our reception at that time, and the giant was dragged into the middle of the house, and was there placed in the sight of all present. ""Then I repented me of the indignity put upon the giant, and I released him from his bonds and I bade Liagan Luaimneach companion him to the presence of his betrothed one and testify to her on my behalf of his prowess in the race, wherein he had outstripped all the Fenians of Eire, save only myself.",What did Roc's betrothed do when she head about Roc's plan to race?,sneered,festivities-at-the-house-of-conan
03f089019c915b83,"The banqueting hall had been prepared for our reception at that time, and the giant was dragged into the middle of the house, and was there placed in the sight of all present. ""Then I repented me of the indignity put upon the giant, and I released him from his bonds and I bade Liagan Luaimneach companion him to the presence of his betrothed one and testify to her on my behalf of his prowess in the race, wherein he had outstripped all the Fenians of Eire, save only myself.",What happened after Roc was sneered by his betrothed?,"Roc went to his beloved friend, Aengus of the Brugh, to bemoan his fate.",festivities-at-the-house-of-conan
a82bec9ed63d5d16,"The banqueting hall had been prepared for our reception at that time, and the giant was dragged into the middle of the house, and was there placed in the sight of all present. ""Then I repented me of the indignity put upon the giant, and I released him from his bonds and I bade Liagan Luaimneach companion him to the presence of his betrothed one and testify to her on my behalf of his prowess in the race, wherein he had outstripped all the Fenians of Eire, save only myself.",What happened after Fionn heard Roc's story?,"Fionn repented himself of the indignity put upon the giant, and released the giant from his bonds.",festivities-at-the-house-of-conan
cf8881c387805cd7,"""Win victory and blessings, O Fenian King,"" said Conan; ""it is with clear memory and sweet words you relate these things. We overtook Diarmuid, but did not come up with the giant or the girl; for a dark, gloomy, druidical mist showered down between us and them, so that we could not discern what road they took. When the mist cleared away we looked around us, and discovered a light-roofed, comfortable-looking house at the edge of the ford near at hand.",What did Conan ask Fionn to do with the byword?,tell him the meaning of the byword,festivities-at-the-house-of-conan
0148f51455a55e97,"""Win victory and blessings, O Fenian King,"" said Conan; ""it is with clear memory and sweet words you relate these things. We overtook Diarmuid, but did not come up with the giant or the girl; for a dark, gloomy, druidical mist showered down between us and them, so that we could not discern what road they took. When the mist cleared away we looked around us, and discovered a light-roofed, comfortable-looking house at the edge of the ford near at hand.","Where were Fionn, Oisin, Caolite, Mac Lughaidh, and Diarmuid O'Duibhne one day?",on the summit of Cairn Feargall,festivities-at-the-house-of-conan
22eb5a914e255c2e,"""Win victory and blessings, O Fenian King,"" said Conan; ""it is with clear memory and sweet words you relate these things. We overtook Diarmuid, but did not come up with the giant or the girl; for a dark, gloomy, druidical mist showered down between us and them, so that we could not discern what road they took. When the mist cleared away we looked around us, and discovered a light-roofed, comfortable-looking house at the edge of the ford near at hand.",What did the giant carry?,an iron fork,festivities-at-the-house-of-conan
f137facd97d05289,"""Win victory and blessings, O Fenian King,"" said Conan; ""it is with clear memory and sweet words you relate these things. We overtook Diarmuid, but did not come up with the giant or the girl; for a dark, gloomy, druidical mist showered down between us and them, so that we could not discern what road they took. When the mist cleared away we looked around us, and discovered a light-roofed, comfortable-looking house at the edge of the ford near at hand.","Who did Fionn, Oisin, Caolite, Mac Lughaidh, and Diarmuid O'Dubhain perceive approaching them?","a rough, tall, huge giant",festivities-at-the-house-of-conan
a10663f1d6b151d5,"""Win victory and blessings, O Fenian King,"" said Conan; ""it is with clear memory and sweet words you relate these things. We overtook Diarmuid, but did not come up with the giant or the girl; for a dark, gloomy, druidical mist showered down between us and them, so that we could not discern what road they took. When the mist cleared away we looked around us, and discovered a light-roofed, comfortable-looking house at the edge of the ford near at hand.",Why didn't the other three and Fionn come up with the giant or the girl?,"a dark, gloomy, druidical mist showered down between them",festivities-at-the-house-of-conan
18e41865cac65d17,"""Win victory and blessings, O Fenian King,"" said Conan; ""it is with clear memory and sweet words you relate these things. We overtook Diarmuid, but did not come up with the giant or the girl; for a dark, gloomy, druidical mist showered down between us and them, so that we could not discern what road they took. When the mist cleared away we looked around us, and discovered a light-roofed, comfortable-looking house at the edge of the ford near at hand.",What did they discover after the mist cleared away?,"a light-roofed, comfortable-looking house at the edge of the ford near at hand",festivities-at-the-house-of-conan
dcba5062244f5cc5,"""Win victory and blessings, O Fenian King,"" said Conan; ""it is with clear memory and sweet words you relate these things. We overtook Diarmuid, but did not come up with the giant or the girl; for a dark, gloomy, druidical mist showered down between us and them, so that we could not discern what road they took. When the mist cleared away we looked around us, and discovered a light-roofed, comfortable-looking house at the edge of the ford near at hand.",Who did Fionn see standing by the door jamb to the right hand?,"an aged, hoary-headed man",festivities-at-the-house-of-conan
cd5e527be33354a9,"There was also in the house a ram with a white belly, a jet-black head, dark-green horns, and green feet; and there was in the end of the house a hag covered with a dark ash-coloured garment. The man at the door-post welcomed us; and we five, having our five hounds with us, sat on the floor of the bruighean. ' I could be but with difficulty recognised; and the lamentation of Caoilte on account of my being in that condition was greater than that he had before given vent to on account of my thirst.",What did Caolite do after he perceived Fionn to be thirsty?,began to complain bitterly on that account,festivities-at-the-house-of-conan
97390f46f44b5b02,"There was also in the house a ram with a white belly, a jet-black head, dark-green horns, and green feet; and there was in the end of the house a hag covered with a dark ash-coloured garment. The man at the door-post welcomed us; and we five, having our five hounds with us, sat on the floor of the bruighean. ' I could be but with difficulty recognised; and the lamentation of Caoilte on account of my being in that condition was greater than that he had before given vent to on account of my thirst.",How did the water taste to Fionn?,like honey while he was drinking but bitter as gall when he put the vessel from his lips,festivities-at-the-house-of-conan
4566c40ca5dd5a5c,"There was also in the house a ram with a white belly, a jet-black head, dark-green horns, and green feet; and there was in the end of the house a hag covered with a dark ash-coloured garment. The man at the door-post welcomed us; and we five, having our five hounds with us, sat on the floor of the bruighean. ' I could be but with difficulty recognised; and the lamentation of Caoilte on account of my being in that condition was greater than that he had before given vent to on account of my thirst.",What happened to Fionn after he drank the first water Caoilte gave him?,darting pains and symptoms of death seized Fionn and agonising pangs from the poisonous draught,festivities-at-the-house-of-conan
363350ab288851c8,"There was also in the house a ram with a white belly, a jet-black head, dark-green horns, and green feet; and there was in the end of the house a hag covered with a dark ash-coloured garment. The man at the door-post welcomed us; and we five, having our five hounds with us, sat on the floor of the bruighean. ' I could be but with difficulty recognised; and the lamentation of Caoilte on account of my being in that condition was greater than that he had before given vent to on account of my thirst.",What did the man at the door-post tell Caoilte to do after Fionn was poisoned?,go out and bring a drink from the other fountain,festivities-at-the-house-of-conan
685903c5e53357e0,"There was also in the house a ram with a white belly, a jet-black head, dark-green horns, and green feet; and there was in the end of the house a hag covered with a dark ash-coloured garment. The man at the door-post welcomed us; and we five, having our five hounds with us, sat on the floor of the bruighean. ' I could be but with difficulty recognised; and the lamentation of Caoilte on account of my being in that condition was greater than that he had before given vent to on account of my thirst.",How did Fionn's people feel when Fionn recovered his color and appearance?,happy,festivities-at-the-house-of-conan
d0f59ef1e93157f4,"The man then asked if the hog which was in the boiler was yet cooked. ' I pledge my word,' exclaimed the ram, 'that the division is very unfair so far as I am concerned, for I have been altogether forgotten.' Upon my veracity, he is doomed for evil who owns as companions such four fellows as you are, who tamely suffer one single sheep to carry away your food and devour it before your faces,' exclaimed the man with the twelve eyes; and at the same time going up to the ram, he caught him by the feet and gave him a violent pitch out of the door, so that he fell on his back on the ground; and from that time we saw him no more.",What part of the hog did the giant plan to give Fionn and his hounds?,one hindquarter,festivities-at-the-house-of-conan
c648ddcfd8485271,"The man then asked if the hog which was in the boiler was yet cooked. ' I pledge my word,' exclaimed the ram, 'that the division is very unfair so far as I am concerned, for I have been altogether forgotten.' Upon my veracity, he is doomed for evil who owns as companions such four fellows as you are, who tamely suffer one single sheep to carry away your food and devour it before your faces,' exclaimed the man with the twelve eyes; and at the same time going up to the ram, he caught him by the feet and gave him a violent pitch out of the door, so that he fell on his back on the ground; and from that time we saw him no more.",Who said the division was unfair?,the ram,festivities-at-the-house-of-conan
52caa5573a4c538e,"The man then asked if the hog which was in the boiler was yet cooked. ' I pledge my word,' exclaimed the ram, 'that the division is very unfair so far as I am concerned, for I have been altogether forgotten.' Upon my veracity, he is doomed for evil who owns as companions such four fellows as you are, who tamely suffer one single sheep to carry away your food and devour it before your faces,' exclaimed the man with the twelve eyes; and at the same time going up to the ram, he caught him by the feet and gave him a violent pitch out of the door, so that he fell on his back on the ground; and from that time we saw him no more.",Why did the ram say the division was unfair?,He had been altogether forgotten.,festivities-at-the-house-of-conan
3dcd5def1f295c46,"The man then asked if the hog which was in the boiler was yet cooked. ' I pledge my word,' exclaimed the ram, 'that the division is very unfair so far as I am concerned, for I have been altogether forgotten.' Upon my veracity, he is doomed for evil who owns as companions such four fellows as you are, who tamely suffer one single sheep to carry away your food and devour it before your faces,' exclaimed the man with the twelve eyes; and at the same time going up to the ram, he caught him by the feet and gave him a violent pitch out of the door, so that he fell on his back on the ground; and from that time we saw him no more.",What happened after the ram exclaimed the division was unfair?,"He immediately snatched the quarter that lay before Fionn's four men, and carried it away into a corner, where he began to devour it.",festivities-at-the-house-of-conan
cd45107f7f335e66,"The man then asked if the hog which was in the boiler was yet cooked. ' I pledge my word,' exclaimed the ram, 'that the division is very unfair so far as I am concerned, for I have been altogether forgotten.' Upon my veracity, he is doomed for evil who owns as companions such four fellows as you are, who tamely suffer one single sheep to carry away your food and devour it before your faces,' exclaimed the man with the twelve eyes; and at the same time going up to the ram, he caught him by the feet and gave him a violent pitch out of the door, so that he fell on his back on the ground; and from that time we saw him no more.",What did the man with twelve eyes do to the ram?,"caught the ram by the feet and gave him a violent pitch out of the door, so that he fell on his back on the ground",festivities-at-the-house-of-conan
9d43e5522bbf518d,"The man then asked if the hog which was in the boiler was yet cooked. ' I pledge my word,' exclaimed the ram, 'that the division is very unfair so far as I am concerned, for I have been altogether forgotten.' Upon my veracity, he is doomed for evil who owns as companions such four fellows as you are, who tamely suffer one single sheep to carry away your food and devour it before your faces,' exclaimed the man with the twelve eyes; and at the same time going up to the ram, he caught him by the feet and gave him a violent pitch out of the door, so that he fell on his back on the ground; and from that time we saw him no more.",How did Fionn feel when he saw the hag metamorphosize his four men into old men?,fearful,festivities-at-the-house-of-conan
93a86d53eb3f53a1,"The man then asked if the hog which was in the boiler was yet cooked. ' I pledge my word,' exclaimed the ram, 'that the division is very unfair so far as I am concerned, for I have been altogether forgotten.' Upon my veracity, he is doomed for evil who owns as companions such four fellows as you are, who tamely suffer one single sheep to carry away your food and devour it before your faces,' exclaimed the man with the twelve eyes; and at the same time going up to the ram, he caught him by the feet and gave him a violent pitch out of the door, so that he fell on his back on the ground; and from that time we saw him no more.",What did Fionn find when he woke up?,his men restored to their own shape,festivities-at-the-house-of-conan
30eaa009503e5233,"The man then asked if the hog which was in the boiler was yet cooked. ' I pledge my word,' exclaimed the ram, 'that the division is very unfair so far as I am concerned, for I have been altogether forgotten.' Upon my veracity, he is doomed for evil who owns as companions such four fellows as you are, who tamely suffer one single sheep to carry away your food and devour it before your faces,' exclaimed the man with the twelve eyes; and at the same time going up to the ram, he caught him by the feet and gave him a violent pitch out of the door, so that he fell on his back on the ground; and from that time we saw him no more.",Why did the hag desire Fionn to put his head on his bosom?,He saw that Fionn was seized with great fear and alarm.,festivities-at-the-house-of-conan
2b5f2e9df1f8596f,"'O Fionn,' asked the man of the door-post, 'do you feel surprised at the appearance and arrangements of this house?' The giant carrying the grunting hog between the prongs of the iron fork, whom you first saw, is he who is yonder, and his name is SLOTH. The old man of the bright eyes yonder signifies the WORLD; and he is more powerful than anyone, which has been proved by his rendering the ram powerless.",Who had bright eyes yonder?,WORLD,festivities-at-the-house-of-conan
622dd9c888de5ece,"'O Fionn,' asked the man of the door-post, 'do you feel surprised at the appearance and arrangements of this house?' The giant carrying the grunting hog between the prongs of the iron fork, whom you first saw, is he who is yonder, and his name is SLOTH. The old man of the bright eyes yonder signifies the WORLD; and he is more powerful than anyone, which has been proved by his rendering the ram powerless.",Why did Cuanna from Innistul come to the house?,"She conceived a wonderful love for Fionn, on account of his superiority in wisdom and general celebrity, she therefore put those things into the way before him in order that she might see him.",festivities-at-the-house-of-conan
1bcbb5a99b165f43,"'O Fionn,' asked the man of the door-post, 'do you feel surprised at the appearance and arrangements of this house?' The giant carrying the grunting hog between the prongs of the iron fork, whom you first saw, is he who is yonder, and his name is SLOTH. The old man of the bright eyes yonder signifies the WORLD; and he is more powerful than anyone, which has been proved by his rendering the ram powerless.",Where did Fionn and his men find themselves when they woke up?,the summit of Cairn Feargaill,festivities-at-the-house-of-conan
e8d8d7b0afbd55e8,"""Win victory and blessings, O Fenian King,"" said Conan; ""it is with clear memory and sweet words you relate these things. We had not long been there when we perceived a rough, tall, huge giant approaching us. We proceeded to the house, before which spread a lawn upon which were two fountains. I do not reside here, but having conceived a wonderful love for you, O Fionn, on account of your superiority in wisdom and general celebrity, I therefore put those things into the way before you in order that I might see you. Accordingly we did so, and when we awoke in the morning we found ourselves on the summit of Cairn Feargaill, with our hounds and arms by us. So there is the meaning of the byword, 'The hospitality of Fionn in the house of Cuanna,' O Conan, said Fionn.",What will happen if someone drinks the draught while telling a lie?,One will find it sweet but it becomes bitter at the last.,festivities-at-the-house-of-conan
ae82fc0f944e5cb6,"The man then asked if the hog which was in the boiler was yet cooked. ' I pledge my word,' said the man of the house, 'you have divided it very fairly.' ' I pledge my word,' exclaimed the ram, 'that the division is very unfair so far as I am concerned, for I have been altogether forgotten.' The four men instantly attacked the ram all at once with their swords, but though they laid on violently, it did not affect him in the least, and the blows fell away as from a stone or rock, so that they were forced to resume their seats. ' Upon my veracity, he is doomed for evil who owns as companions such four fellows as you are, who tamely suffer one single sheep to carry away your food and devour it before your faces,' exclaimed the man with the twelve eyes; and at the same time going up to the ram, he caught him by the feet and gave him a violent pitch out of the door, so that he fell on his back on the ground; and from that time we saw him no more.",How did the old man prove that he was more powerful than anyone?,He rendered the ram powerless.,festivities-at-the-house-of-conan
200d2fa4c57a5408,"""Win victory and blessings, O Fionn,"" said Conan, ""and tell me who was the man that, having only one leg, one arm, and one eye, escaped from you in consequence of his swiftness. Who outstripped the Fenians of Eire, and why is this proverb used, 'As Roc came to the house of Fionn'?"" When it had been cooked it was fetched to me for the purpose of dividing it. He went out on the plain, but he had only gone a short distance when Caoilte, son of Ronan, his own brother, overtook him, and brought the haunch back again to me, and we had no further dispute about the matter.",Why did the giant want the haunch bone?,He heard Fionn was generous.,festivities-at-the-house-of-conan
64052e3a0bd95703,"'I am come by the powers of the agility of my arm and leg,' responded he, 'having heard there is not one man in the world more liberal in bestowing gifts than you, O Fionn. He then declared 'they were all liars who asserted that I never gave a refusal to any person.' When the Fenian chiefs saw that, they started in pursuit of the giant, while I and the band of minstrels of the town went to the top of the dun to watch their proceedings.",Why did the Fenian chiefs pursue the giant?,They wanted the haunch bone.,festivities-at-the-house-of-conan
8433945bcbd25392,"The giant passed on before me and crossed Eas Roe (now Ballyshannon), of the son of Modhuirn, without wetting his foot. He was followed by Caoilte Mac Ronan, together with the swiftest of the Fenians. They enquired what was the cause of the delay that the giant had not been slain. '",Why did Fionn protect the giant?,He did not want the giant to be killed.,festivities-at-the-house-of-conan
a9e5024899ef5936,"The banqueting hall had been prepared for our reception at that time, and the giant was dragged into the middle of the house, and was there placed in the sight of all present. ""Then I repented me of the indignity put upon the giant, and I released him from his bonds and I bade Liagan Luaimneach companion him to the presence of his betrothed one and testify to her on my behalf of his prowess in the race, wherein he had outstripped all the Fenians of Eire, save only myself.",How will Fionn feel when he hears Roc's story?,sorry,festivities-at-the-house-of-conan
2820b65a14f9518f,"The banqueting hall had been prepared for our reception at that time, and the giant was dragged into the middle of the house, and was there placed in the sight of all present. ""Then I repented me of the indignity put upon the giant, and I released him from his bonds and I bade Liagan Luaimneach companion him to the presence of his betrothed one and testify to her on my behalf of his prowess in the race, wherein he had outstripped all the Fenians of Eire, save only myself.",Why did Fionn release Roc?,He wanted to help Roc.,festivities-at-the-house-of-conan
f89eae5736f850ed,"The banqueting hall had been prepared for our reception at that time, and the giant was dragged into the middle of the house, and was there placed in the sight of all present. ""Then I repented me of the indignity put upon the giant, and I released him from his bonds and I bade Liagan Luaimneach companion him to the presence of his betrothed one and testify to her on my behalf of his prowess in the race, wherein he had outstripped all the Fenians of Eire, save only myself.",Why did Roc want to race?,to prove his swiftness,festivities-at-the-house-of-conan
8228a417135e5347,"The banqueting hall had been prepared for our reception at that time, and the giant was dragged into the middle of the house, and was there placed in the sight of all present. ""Then I repented me of the indignity put upon the giant, and I released him from his bonds and I bade Liagan Luaimneach companion him to the presence of his betrothed one and testify to her on my behalf of his prowess in the race, wherein he had outstripped all the Fenians of Eire, save only myself.",How will Roc feel when he makes his betrothed his wife?,happy,festivities-at-the-house-of-conan
80db6f739f9754f8,"""Win victory and blessings, O Fionn,"" said Conan, ""and tell me who was the man that, having only one leg, one arm, and one eye, escaped from you in consequence of his swiftness. When it had been cooked it was fetched to me for the purpose of dividing it. Win victory and blessings, O Fenian King,"" said Conan; ""it is with clear memory and sweet words you relate these things. We overtook Diarmuid, but did not come up with the giant or the girl; for a dark, gloomy, druidical mist showered down between us and them, so that we could not discern what road they took. At the brink of one fountain lay a rude iron vessel, and a vessel of bronze at the brink of the other.",How will Conan feel hearing Fionn's stories?,excited,festivities-at-the-house-of-conan
e6dcf9fd4c375d7a,"There was also in the house a ram with a white belly, a jet-black head, dark-green horns, and green feet; and there was in the end of the house a hag covered with a dark ash-coloured garment. The man at the door-post welcomed us; and we five, having our five hounds with us, sat on the floor of the bruighean. ' I could be but with difficulty recognised; and the lamentation of Caoilte on account of my being in that condition was greater than that he had before given vent to on account of my thirst.",What will happen if Fionn does not drink water from the other fountain?,Fionn will die.,festivities-at-the-house-of-conan
c459c012cd305648,"The man then asked if the hog which was in the boiler was yet cooked. ' I pledge my word,' exclaimed the ram, 'that the division is very unfair so far as I am concerned, for I have been altogether forgotten.' Upon my veracity, he is doomed for evil who owns as companions such four fellows as you are, who tamely suffer one single sheep to carry away your food and devour it before your faces,' exclaimed the man with the twelve eyes; and at the same time going up to the ram, he caught him by the feet and gave him a violent pitch out of the door, so that he fell on his back on the ground; and from that time we saw him no more.",Why was the man with twelve eyes angry with the ram?,The ram was rude to their guests.,festivities-at-the-house-of-conan
635fab47766154eb,"It had pretty little blue flowers, as delicate as the wings of a moth. People say that I look exceedingly well,"" said the flax, ""and that I am so fine and long that I shall make a beautiful piece of linen.",What color are the flax's flowers?,blue,flax
4e55b363a48252cf,"It had pretty little blue flowers, as delicate as the wings of a moth. People say that I look exceedingly well,"" said the flax, ""and that I am so fine and long that I shall make a beautiful piece of linen.",What made the flax look prettier?,sun shine,flax
3f7b662e61435f2a,"It had pretty little blue flowers, as delicate as the wings of a moth. People say that I look exceedingly well,"" said the flax, ""and that I am so fine and long that I shall make a beautiful piece of linen.",What shall the mother make from the flax?,linen,flax
b08cebe6e93c5072,"It had pretty little blue flowers, as delicate as the wings of a moth. People say that I look exceedingly well,"" said the flax, ""and that I am so fine and long that I shall make a beautiful piece of linen.",How does the flax feel?,happy,flax
d97f771a75a95f2b,"""Ah, yes, no doubt,"" said the fern, ""but you do not know the world yet as well as I do, for my sticks are knotty""; and then it sang quite mournfully:           ""Snip, snap, snurre,            Basse lurre. I am the happiest of all creatures, for I may some day come to something.""",Why does the fern sing mournfully?,it's knotted,flax
6e24f71095fa5c1f,"Well, one day some people came, who took hold of the flax and pulled it up by the roots, which was very painful. All the flax, even to the last stalk, was used in making this one piece.",What did the flax think when it was put on the spinning wheel?,"""I have been very happy""",flax
166feb2ccc2b5eb8,"Well, one day some people came, who took hold of the flax and pulled it up by the roots, which was very painful. All the flax, even to the last stalk, was used in making this one piece.",how much of the flax was used to make one piece of linen?,all of it,flax
1d79af17a75e5529,"I could not have believed that I should be so favored by fortune. Yes, and the clergyman's wife noticed me and said I was the best piece of linen in the whole parish.",how does the flax feel about being made into linen?,happy,flax
0c25efe2d50e5a99,"I could not have believed that I should be so favored by fortune. Yes, and the clergyman's wife noticed me and said I was the best piece of linen in the whole parish.",What does the maid do to the flax every morning?,turns it over,flax
7c1b4140bc3057f0,"I could not have believed that I should be so favored by fortune. Yes, and the clergyman's wife noticed me and said I was the best piece of linen in the whole parish.",What did the clergyman's wife say about the linen?,it was the best piece of linen in the whole parish,flax
81dd8a24f10350cc,"After some time the linen was taken into the house, and there cut with the scissors and torn into pieces and then pricked with needles. Now I shall be of some use in the world, as every one ought to be.",Why was the linen cut into  pieces?,to be made into garments,flax
6f659cd67795586d,"Years passed away, and at last the linen was so worn it could scarcely hold together. "" Now I am finer than ever, and who can tell what fine things I may have written upon me?",What happened to the linen after it fell apart?,it was made into paper,flax
e0e7b632529a50b5,"Years passed away, and at last the linen was so worn it could scarcely hold together. "" Now I am finer than ever, and who can tell what fine things I may have written upon me?",What did people write on the paper?,the most beautiful stories and poetry,flax
1a7f74582b9e5c6d,"""I never imagined anything like this when I was only a little blue flower growing in the fields,"" said the paper. "" I suppose now I shall be sent out to journey about the world, so that people may read me.",How does the paper feel about being made into paper?,happier than ever,flax
9b9fc1c0d3c058ca,"""I never imagined anything like this when I was only a little blue flower growing in the fields,"" said the paper. "" I suppose now I shall be sent out to journey about the world, so that people may read me.",Why is the paper so happy?,because splendid thoughts are written on it,flax
e708249087555717,"It was sent to the printer, and all the words written upon it were set up in type to make a book,--or rather many hundreds of books,--for many more persons could derive pleasure and profit from a printed book than from the written paper; and if the paper had been sent about the world, it would have been worn out before it had half finished its journey.",Why were the words turned into printed books?,so more people could read it,flax
6010b699fa525cc7,"It was sent to the printer, and all the words written upon it were set up in type to make a book,--or rather many hundreds of books,--for many more persons could derive pleasure and profit from a printed book than from the written paper; and if the paper had been sent about the world, it would have been worn out before it had half finished its journey.",Why will the paper be happy about being turned into a book?,it's always happy to be turned into something new,flax
9d5fc480e3d8588f,"""Yes, this is certainly the wisest plan,"" said the written paper; ""I really did not think of this. Now I am able, for the first time, to learn what is in me; and to know one's self is true progress.",What happened to the paper after it was tied in a bundle?,it was thrown into a tub in a washhouse,flax
85bafad8dda95ce5,"Now it happened one day that all the paper in the tub was taken out and laid on the hearth to be burned. The children in the house stood round the hearth to watch the blaze, for paper always flamed up so prettily, and afterwards, among the ashes, there were so many red sparks to be seen running one after the other, here and there, as quick as the wind.",Why was the paper not sold at the shop?,because it had been written on,flax
1c5fa4bec9e75674,"Now it happened one day that all the paper in the tub was taken out and laid on the hearth to be burned. The children in the house stood round the hearth to watch the blaze, for paper always flamed up so prettily, and afterwards, among the ashes, there were so many red sparks to be seen running one after the other, here and there, as quick as the wind.",What did the children do when they saw the fire?,stood around to watch,flax
6f70d715b8105470,"The whole bundle of paper had been placed on the fire and was soon burning. "" But when the whole was wrapped in flames, the sparks mounted up into the air, higher than the flax had ever been able to raise its little blue flowers, and they glistened as the white linen never could have glistened.",What happened to the words and thoughts on the page?,they turned to fire,flax
3ec36469cace503d,"""Now I am mounting straight up to the sun,"" said a voice in the flames; and it was as if a thousand voices echoed the words as the flames darted up through the chimney and went out at the top. Then a number of tiny beings, as many as the flowers on the flax had been, and invisible to mortal eyes, floated above the children.",Why couldn't the children see the tiny beings?,they were invisible to mortal eyes,flax
8ace78c916bc5702,"""Now I am mounting straight up to the sun,"" said a voice in the flames; and it was as if a thousand voices echoed the words as the flames darted up through the chimney and went out at the top. Then a number of tiny beings, as many as the flowers on the flax had been, and invisible to mortal eyes, floated above the children.",What did the little beings do on the ashes?,danced,flax
dea17f13eb575360,"""The children are all out of school, and the schoolmaster was the last of all,"" said the children. It was good fun, and they sang over the dead ashes:           ""Snip, snap, snurre,            Basse lurre.",What did the little beings say after the song?,the song is never ended,flax
cc9257459143520b,"Once upon a time there was a strong young farmer who came home late one evening from market. He was astonished, and climbed the wall around the gardens, but there was not a human being in sight; all he saw was, at a distance, something which appeared to be a dog, looking up at the moon.",How did the strong young farmer feel when he saw something shining floating in the air inside the gardens?,astonished,fox-fire
8968aba83df052bf,"Once upon a time there was a strong young farmer who came home late one evening from market. He was astonished, and climbed the wall around the gardens, but there was not a human being in sight; all he saw was, at a distance, something which appeared to be a dog, looking up at the moon.",Who came home late one evening from market?,a strong young farmer,fox-fire
fc5bd12c1e775b10,"Once upon a time there was a strong young farmer who came home late one evening from market. He was astonished, and climbed the wall around the gardens, but there was not a human being in sight; all he saw was, at a distance, something which appeared to be a dog, looking up at the moon.",Where did the farmer find the elixir of life?,the gardens,fox-fire
20efc1623c5e5e0f,"Then the farmer realized that it was a fox, who was preparing the elixir of life. He hid in the grass and waited until the ball of fire came down again, at about the height of his own head.",Who was preparing the elixir of life?,a fox,fox-fire
1428bdf1a92151d5,"Then the farmer realized that it was a fox, who was preparing the elixir of life. He hid in the grass and waited until the ball of fire came down again, at about the height of his own head.",What did the farmer do after the ball of fire came down again?,"stepped hastily from his hiding-place, took it away and at once swallowed it",fox-fire
7b65a28bad54555d,"Then the farmer realized that it was a fox, who was preparing the elixir of life. He hid in the grass and waited until the ball of fire came down again, at about the height of his own head.",How did the fox feel when the farmer took the elixir of life?,angry,fox-fire
958a76dd19ec5718,"Then the farmer realized that it was a fox, who was preparing the elixir of life. He hid in the grass and waited until the ball of fire came down again, at about the height of his own head.",Why didn't the fox attack the farmer?,The fox feared his strength.,fox-fire
4e62040308685673,"From that time on the farmer-boy could make himself invisible, was able to see ghosts and devils, and had intercourse with the spirit-world. In cases of sickness, when people lay unconscious, he could call back their souls, and if some one had committed a sin he could plead for them.",How did the farmer earn much money?,"when people lay unconscious, he could call back their souls, and if some one had committed a sin he could plead for them",fox-fire
e5f7886f8f495695,"When he reached his fiftieth year, he withdrew from all things and would no longer exercise his arts. It seemed as though some one were patting him on the back, and before he knew it, the ball of fire had leaped out from his throat.",What did the farmer do when he reached his fiftieth year?,withdrew from all things and would no longer exercise his arts,fox-fire
a5e0e053e55f5b67,"Then the farmer realized that it was a fox, who was preparing the elixir of life. He hid in the grass and waited until the ball of fire came down again, at about the height of his own head.",What did the fox do when he did not dare to attack the farmer?,went angrily on his way,fox-fire
7d3b8735fc8a5153,"At once a hand reached for it and a voice said: ""For thirty long years you kept my treasure from me, and from a poor farmer-lad you have grown to be a wealthy man. Now you have enough, and I would like to have my fire-ball back again!""",Why did the fox decide to take back his treasure?,The farmer had enough wealth.,fox-fire
84248af857ab5123,"From that time on the farmer-boy could make himself invisible, was able to see ghosts and devils, and had intercourse with the spirit-world. In cases of sickness, when people lay unconscious, he could call back their souls, and if some one had committed a sin he could plead for them.",What was the farmer able to do after he swallowed the elixir of life?,"make himself invisible, was able to see ghosts and devils, and had intercourse with the spirit-world",fox-fire
9b3a5b6699c658c8,"When he reached his fiftieth year, he withdrew from all things and would no longer exercise his arts. It seemed as though some one were patting him on the back, and before he knew it, the ball of fire had leaped out from his throat.",Why did the farmer feel ill?,The fox took away the elixir of life from him.,fox-fire
dc46e426df9e5f08,"When he reached his fiftieth year, he withdrew from all things and would no longer exercise his arts. It seemed as though some one were patting him on the back, and before he knew it, the ball of fire had leaped out from his throat.",What happened when the farmer woke up and felt ill?,The ball of fire had leaped out from his throat.,fox-fire
177f700c89d9566b,"Once upon a time there was a strong young farmer who came home late one evening from market. He was astonished, and climbed the wall around the gardens, but there was not a human being in sight; all he saw was, at a distance, something which appeared to be a dog, looking up at the moon.",What did the fox do to prepare the elixir of life?,blew our a breath of fire,fox-fire
80405baf3c225f84,"His father had a friend, and this friend held an official position in the South and offered the young man a place as secretary. So he was glad to take refuge in the Monastery of Puto, where he copied holy books for the abbot.",Who was the descendant of Confucius?,the young man,giauna-the-beautiful
